439|009|2|0|0|1.08|2005.6
447|040|2|0|1|0.4694|2984.92
523|032|2|0|1|0.6478|1403.72
702|059|2|0|1|1.1331|7536.72
797|059|1|0|1|7.5143|15561.89
797|068|1|0|0|2.3854|7504.89
812|068|1|0|0|0.5741|3596.0
917|059|1|0|1|1.2795|2569.91
966|032|2|0|1|0.6647|2223.34
1022|017|2|0|1|0.4694|2806.68
1133|017|2|0|1|0.0969|177.18
1142|059|1|0|1|0.85|57.44
1190|059|2|0|1|2.4615|9895.01
1270|009|2|0|0|2.48|7882.19
1270|094|2|0|0|0.37|2490.57
1554|032|2|0|1|0.0646|1979.85
1592|032|2|0|1|3.6637|8760.09
1777|059|1|0|1|0.2944|172.71
2083|015|2|0|1|2.7954|10344.43
2083|026|2|0|1|8.089|16841.48
2083|052|2|0|1|3.3068|10074.19
2083|059|1|0|1|7.944|9132.27
2360|059|2|0|1|6.2374|16531.09
2486|068|1|0|0|1.3553|6869.61
2584|052|1|0|1|0.9767|2901.18
2716|026|2|0|1|3.757|22238.16
2821|059|2|0|1|3.1242|15509.47
2874|087|1|0|0|0.12|1422.91
2891|059|1|0|1|0.4741|2139.34
2913|052|2|0|1|1.331|8404.99
2916|017|1|0|1|3.728|6203.7
2916|032|2|0|1|2.26|5173.28
2916|059|2|0|1|1.26|5251.66
3014|017|1|0|1|0.4181|601.87
3032|059|1|0|1|0.2199|162.82
3091|081|1|0|1|3.91|19394.02
3316|068|1|0|0|0.6748|1442.08
3494|059|1|0|1|0.2232|288.52
3555|059|1|0|1|2.45|12156.33
3643|040|2|0|1|1.2752|7923.55
3710|059|1|0|1|0.5372|1174.13
3931|017|1|0|1|1.2231|2316.56
4024|015|2|0|1|0.6622|3301.57
4024|032|2|0|1|21.11|61413.0
4024|040|2|0|1|18.1746|26580.56
4024|052|2|0|1|8.0726|26109.04
4024|059|2|0|1|0.0|8881.04
4024|081|2|0|1|13.86|42124.09
4024|087|2|0|0|11.9238|53366.79
4052|017|2|0|1|4.68|13955.42
4377|009|2|0|0|1.781|5134.14
4926|032|2|0|1|1.18|7062.66
4990|015|2|0|1|1.5077|10748.27
5062|009|2|0|0|0.0267|215.39
5062|059|2|0|1|0.0531|36.12
5142|017|2|0|1|0.3247|1596.9
5142|052|2|0|1|0.7263|3808.18
5142|059|2|0|1|0.5946|1672.69
5377|040|2|0|1|1.6499|4203.77
5380|040|2|0|1|1.28|8607.53
5462|081|1|0|1|0.4257|1452.92
5498|015|2|0|1|1.1028|5378.79
5498|023|2|0|1|0.91|5463.55
5548|059|2|0|1|0.2809|1368.38
5638|059|1|0|1|0.49|371.73
5696|059|1|0|1|7.62|10180.03
5760|040|2|0|1|1.1759|8926.96
5844|026|2|0|1|1.81|9781.53
5897|015|2|0|1|2.1251|11412.28
6132|052|2|0|1|0.11|1805.91
6307|017|1|0|1|1.176|3797.17
6454|094|2|0|0|4.7932|20292.57
6732|059|1|0|1|0.1649|276.92
6950|059|2|0|1|0.0304|181.56
7104|009|2|0|0|0.5047|3048.06
8269|032|2|0|1|1.54|10853.36
8623|026|2|0|1|0.57|2098.38
8690|043|2|0|0|0.5042|3445.99
8954|032|2|0|1|0.76|4074.22
8982|017|2|0|1|0.6629|3410.89
8986|059|2|0|1|0.3962|1832.26
9006|059|2|0|1|1.43|4245.26
9086|026|2|0|1|0.78|6113.94
9086|052|2|0|1|0.78|5491.26
9158|009|2|0|0|2.06|4780.66
9209|059|2|0|1|0.6762|3165.58
9270|015|2|0|1|3.3018|20658.01
9270|094|2|0|0|1.1171|7650.62
9474|068|1|0|0|0.146|414.54
9594|059|1|0|1|0.1325|384.32
9609|017|1|0|1|0.8|1269.22
9613|055|2|0|1|2.36|11088.02
9925|026|2|0|1|4.8852|24217.71
9944|017|2|0|1|1.911|7301.94
9944|032|2|0|1|0.9|3549.17
10091|087|1|0|0|0.5145|3173.27
10117|059|2|0|1|0.406|2777.87
10133|017|2|0|1|0.9137|4388.86
10376|009|2|0|0|9.8|18893.66
10376|059|2|0|1|10.31|21549.58
10547|015|2|0|1|1.4118|5515.1
10999|032|2|0|1|0.73|2333.25
11208|040|2|0|1|3.46|26728.44
11220|015|2|0|1|1.81|9566.79
11220|087|2|0|0|2.02|14527.15
11395|017|1|0|1|5.2841|15367.84
11395|059|1|0|1|4.567|9565.22
11395|059|2|0|1|4.567|10489.44
11536|032|2|0|1|1.26|6525.07
11559|017|1|0|1|0.43|1200.8
11587|009|2|0|0|7.9236|11502.72
11587|059|2|0|1|3.0067|7390.94
12086|087|1|0|0|3.1242|17266.29
12136|059|2|0|1|0.0238|461.53
12574|032|2|0|1|1.6552|8919.59
12592|059|1|0|1|0.0833|246.83
12622|017|2|0|1|1.31|1452.01
12869|087|2|0|0|3.9|18973.61
12869|094|2|0|0|3.0351|10675.72
12930|040|1|0|1|0.8749|3420.8
12970|017|1|0|1|0.5989|2672.29
13040|009|2|0|0|2.96|16483.29
13054|015|2|0|1|1.951|7212.18
13054|059|2|0|1|0.0|5016.55
13054|081|2|0|1|1.3815|5737.95
13154|015|2|0|1|2.67|13485.33
13199|068|1|0|0|0.212|1300.17
13303|032|2|0|1|0.8186|6136.65
13313|017|2|0|1|1.85|4877.52
13313|032|2|0|1|4.5686|20771.65
13333|094|2|0|0|1.4597|8761.5
13439|032|2|0|1|1.3984|3799.54
13450|017|1|0|1|1.17|4130.69
13488|015|1|0|1|0.163|1090.0
13581|017|1|0|1|1.76|6341.23
13708|052|2|0|1|1.13|6347.34
13733|059|1|0|1|1.9584|4818.04
13751|052|2|0|1|4.83|29581.39
13822|059|2|0|1|0.42|1553.38
13847|087|1|0|0|0.9759|2990.2
13871|017|1|0|1|1.4984|3088.8
13871|032|2|0|1|1.0534|7600.78
13871|059|1|0|1|1.41|3076.47
13871|068|1|0|0|0.7219|5400.3
13981|068|1|0|0|4.51|16031.99
14470|017|2|0|1|2.7919|15530.35
14470|032|2|0|1|6.1315|68097.33
14470|059|2|0|1|0.7824|5188.5
14671|017|2|0|1|0.0342|177.18
14735|026|2|0|1|1.3853|5549.68
14843|043|2|0|0|2.73|11478.26
14843|062|2|0|0|9.6708|30624.22
14843|087|2|0|0|10.7223|73551.19
15071|081|2|0|1|1.61|5889.2
15217|023|2|0|1|2.3316|10067.04
15217|032|2|0|1|2.13|7592.72
15217|087|2|0|0|3.4566|13094.24
15228|081|2|0|1|0.7268|3916.92
15328|059|2|0|1|0.3999|1894.05
15443|087|1|0|0|0.37|2067.15
15770|032|2|0|1|0.3742|2928.32
16282|059|2|0|1|0.7494|2890.57
16355|017|2|0|1|0.03|177.18
16488|032|2|0|1|2.7417|15825.49
16613|094|2|0|0|2.71|9170.92
16692|015|2|0|1|0.7038|2892.48
16692|032|2|0|1|3.7134|12405.7
16692|059|2|0|1|0.0|2659.78
16864|032|2|0|1|13.5944|79755.46
16921|040|2|0|1|3.126|15397.44
16975|023|2|0|1|2.27|7968.35
17034|059|1|0|1|0.83|4049.66
17043|023|2|0|1|2.709|12224.31
17068|068|1|0|0|0.3|1916.63
17183|043|2|0|0|0.6839|3464.27
17321|009|1|0|0|0.6409|1001.39
17343|059|2|0|1|0.1866|1411.24
17378|017|1|0|1|0.15|196.47
17407|059|1|0|1|1.8279|6073.46
17413|081|1|0|1|0.5671|2992.44
17434|017|1|0|1|0.2711|-252.35
17552|059|1|0|1|0.5619|1478.49
17552|068|1|0|0|0.7814|2605.55
17818|017|1|0|1|0.2068|102.32
17977|092|1|0|0|1.3546|12988.18
18082|032|2|0|1|2.6331|17085.9
18094|059|2|0|1|0.1364|1145.0
18103|059|2|0|1|2.2225|3911.17
18139|052|2|0|1|1.5088|5657.37
18158|081|1|0|1|1.85|5127.79
18158|081|2|0|1|1.85|7299.18
18318|081|2|0|1|0.8953|5245.21
18372|032|2|0|1|0.706|5805.43
18408|059|2|0|1|0.502|2136.62
18410|032|2|0|1|1.03|4369.93
18438|059|2|0|1|4.3138|15313.32
18515|032|2|0|1|0.0799|2532.27
18581|059|2|0|1|0.2045|846.16
18632|052|1|0|1|8.0|5725.74
18632|052|2|0|1|8.0|25693.92
18976|032|2|0|1|2.08|13365.73
19067|032|2|0|1|0.19|3721.27
19067|059|1|0|1|0.525|257.27
19067|068|1|0|0|0.0|7472.14
19179|015|2|0|1|1.956|14761.06
19272|081|1|1|1|1.88|2347.27
19515|032|2|0|1|5.0139|25288.14
19679|015|2|0|1|3.14|15348.72
19679|032|2|0|1|4.6865|28835.53
19679|052|2|0|1|2.6172|15167.49
19679|081|2|0|1|2.1638|13576.14
19740|017|2|0|1|1.32|5627.42
19740|032|2|0|1|0.39|3176.11
20041|040|2|0|1|2.919|24033.78
20041|059|2|0|1|9.8532|41438.48
20041|065|2|0|1|3.657|33314.15
20082|015|2|0|1|1.47|5994.34
20253|059|2|0|1|0.4484|1953.83
20693|004|2|1|1|7.175|13433.63
20693|015|2|1|1|5.75|22735.23
20693|026|2|1|1|1.32|9266.0
20693|052|2|1|1|3.23|8836.89
20881|017|1|0|1|0.7|609.04
20934|059|1|0|1|2.79|3055.47
20943|032|2|0|1|1.41|3811.15
21119|017|1|0|1|0.259|-1001.98
21119|059|1|0|1|0.2074|172.71
21215|017|1|0|1|0.2345|645.21
21394|052|2|0|1|0.342|2420.98
21481|052|2|0|1|0.2451|1699.78
21798|059|1|0|1|2.0239|4884.18
21807|059|1|0|1|1.0247|2202.51
22092|059|1|0|1|1.2258|4420.56
22294|017|1|0|1|0.4757|678.44
22630|059|1|0|1|0.8301|5403.25
22639|040|2|0|1|0.2811|2315.81
22768|059|1|0|1|0.8675|2001.71
22879|017|1|0|1|1.65|6984.47
22879|087|1|0|0|1.67|9240.23
22976|032|2|0|1|1.8964|11083.73
23093|040|2|0|1|2.8415|16286.06
23093|052|1|0|1|1.1341|1666.0
23093|052|2|0|1|1.1341|5722.67
23421|017|1|0|1|0.83|2.06
23530|032|2|0|1|0.0219|1979.85
23630|017|1|0|1|1.5357|5498.53
23668|059|2|0|1|1.19|7638.7
23812|059|2|0|1|0.3129|1957.52
23846|059|2|0|1|1.2593|5636.4
23942|081|2|0|1|0.5728|4304.0
23974|059|1|0|1|0.5851|1909.81
23983|032|2|0|1|1.01|2622.03
24065|094|2|0|0|2.08|10408.17
24195|087|1|0|0|0.675|4535.5
24195|087|2|0|0|0.73|5955.94
24382|059|2|0|1|0.783|4401.84
24392|040|2|0|1|0.6393|5727.06
24404|032|2|0|1|9.3728|25526.64
24404|081|2|0|1|8.51|23434.84
24945|032|2|0|1|0.6863|5060.33
24951|017|1|0|1|0.9481|1946.83
25015|032|2|0|1|1.5964|10145.22
25026|009|2|0|0|2.409|6991.08
25104|023|2|0|1|2.2612|15807.01
25104|052|2|0|1|3.6197|23427.26
25104|059|2|0|1|3.4845|29948.71
25377|059|1|0|1|2.5375|3337.46
25422|059|1|0|1|1.8072|4154.45
25422|068|1|0|0|1.2775|3330.93
25627|026|2|0|1|0.6838|3979.57
25671|009|2|0|0|3.2396|7948.9
25671|015|2|0|1|2.8168|9791.19
25816|081|1|0|1|1.37|5218.72
25825|017|1|0|1|0.89|2550.55
25885|052|2|0|1|0.06|2010.35
25887|068|1|0|0|1.39|2770.09
26094|017|1|0|1|0.28|824.29
26390|017|1|0|1|0.5|496.39
26539|015|2|0|1|2.38|11136.34
26725|068|1|0|0|0.15|697.08
26725|087|1|0|0|0.66|1898.23
26730|017|1|0|1|0.64|1011.45
26807|017|2|0|1|0.5169|2154.69
26831|040|2|0|1|0.1712|1908.48
26954|059|1|0|1|1.56|4633.94
26979|017|1|0|1|2.14|1845.66
26979|059|1|0|1|0.1756|319.97
27129|059|1|0|1|0.6496|4053.07
27166|059|1|0|1|0.0817|23.63
27224|040|2|0|1|0.4102|4175.89
27515|032|2|0|1|0.0143|1979.85
27546|032|2|0|1|0.6097|4818.1
27629|032|2|0|1|2.7648|16838.75
27761|059|1|0|1|0.975|3220.94
27819|017|1|0|1|9.4593|26259.29
27922|081|1|0|1|1.0517|2212.25
28134|059|1|0|1|1.8871|2952.63
28137|059|2|0|1|0.7|4720.14
28137|087|2|0|0|2.65|25787.69
28156|059|1|0|1|1.63|5484.93
28362|009|2|0|0|0.7653|2996.51
28410|017|2|0|1|5.1866|20981.55
28477|032|2|0|1|0.62|4710.84
28847|052|2|0|1|0.7292|5501.23
28861|017|1|0|1|1.081|3647.57
29262|023|2|0|1|1.4774|8096.63
29262|059|2|0|1|4.08|21782.2
29666|059|2|0|1|1.17|6693.96
29831|059|1|0|1|0.472|351.04
30114|059|2|0|1|1.51|6077.2
30139|032|2|0|1|1.86|9491.49
30409|015|2|0|1|0.372|2466.86
30423|017|1|0|1|0.9478|3247.69
30628|081|1|0|1|3.1766|7660.63
30652|052|2|0|1|0.4784|3695.73
30771|009|2|0|0|2.68|10486.78
30936|059|1|0|1|0.4142|341.85
31012|068|1|0|0|3.22|10054.53
31153|032|2|0|1|0.0995|1963.89
31551|059|1|0|1|0.95|3012.82
31565|068|1|0|0|2.99|9652.86
31622|059|2|0|1|0.4247|2362.49
31836|087|1|0|0|1.331|6807.91
31836|087|2|0|0|1.331|8482.18
31838|068|1|0|0|1.38|4894.29
31890|068|1|0|0|1.0427|4566.01
31899|017|1|0|1|1.34|4593.83
32006|094|2|0|0|0.2295|1813.22
32060|017|1|0|1|6.8092|23935.67
32060|081|1|0|1|4.8256|23382.85
32437|059|2|0|1|0.7072|3153.97
32572|032|2|0|1|0.0318|1979.85
32660|017|1|0|1|1.1505|1821.37
32681|068|1|0|0|0.5732|3349.0
32730|059|2|0|1|1.2399|7996.49
32795|026|2|0|1|2.6343|11743.35
32795|032|2|0|1|5.12|37149.27
32795|059|2|0|1|3.84|22526.44
32896|094|2|0|0|1.5161|11265.97
32986|017|1|0|1|0.2093|104.92
32997|032|2|0|1|3.4711|13196.7
32997|040|2|0|1|2.63|10062.56
33084|059|1|0|1|0.3748|174.27
33248|081|2|0|1|4.2851|39606.29
33428|059|2|0|1|2.94|14772.68
33453|032|2|0|1|1.32|6897.13
33486|017|2|0|1|8.51|25759.82
33486|055|2|0|1|4.2494|15158.62
34190|068|1|0|0|3.7789|14805.46
34244|032|2|0|1|5.19|12402.7
34315|059|1|0|1|0.4126|1487.99
34407|092|1|0|0|0.69|2442.97
34500|032|2|0|1|2.9517|6878.83
34512|059|1|0|1|4.8541|23723.43
34775|081|2|0|1|3.0631|10829.64
34853|059|2|0|1|0.4378|2259.96
34922|009|2|0|0|1.3416|6252.91
34977|004|2|1|1|1.23|3127.89
35052|087|2|0|0|1.3029|11187.22
35100|032|2|0|1|0.86|6397.5
35271|040|2|0|1|5.8772|30725.17
35284|059|1|0|1|0.8183|1370.92
35287|087|2|0|0|7.593|37165.79
35465|032|2|0|1|3.8165|16315.94
35689|068|1|0|0|0.5907|1776.75
35719|040|2|0|1|0.8782|7638.33
35819|052|2|0|1|0.4725|2470.0
35888|059|1|0|1|1.0572|788.27
36088|059|2|0|1|1.9915|6463.03
36094|094|2|0|0|1.5479|6019.93
36122|059|1|0|1|0.9166|4670.72
36123|015|2|0|1|6.72|36436.82
36258|017|1|0|1|1.97|5243.24
36331|059|1|0|1|0.78|2682.53
36468|015|2|0|1|1.9141|14978.02
36535|017|1|0|1|1.6|1788.47
36535|059|1|0|1|1.6|871.47
36708|040|2|0|1|0.5462|3525.75
36918|017|1|0|1|2.0733|5616.04
37005|081|1|0|1|3.74|20143.31
37371|032|2|0|1|1.1643|5360.02
37461|052|2|0|1|3.68|22068.52
37661|059|1|0|1|0.9008|4430.73
37826|017|2|0|1|10.1482|67066.18
37826|032|2|0|1|4.4695|18686.02
38025|059|1|0|1|3.94|17678.36
38272|017|1|0|1|1.4393|5044.68
38272|052|2|0|1|0.9413|5287.6
38272|071|1|0|1|1.06|1709.85
38272|081|1|0|1|2.95|10346.14
38272|087|1|0|0|1.63|4167.84
38443|017|1|0|1|1.1093|2731.69
38454|032|2|0|1|1.0169|4603.08
38481|081|1|0|1|1.1017|1683.89
38512|017|2|0|1|4.99|20061.88
38557|059|1|0|1|0.2297|241.89
38645|068|1|0|0|0.49|2513.65
38764|040|2|0|1|0.8051|6368.92
38795|040|2|0|1|2.18|8196.35
39040|081|2|0|1|2.5438|23567.27
39112|032|2|0|1|5.68|23327.45
39261|087|1|0|0|1.08|7915.91
39261|087|2|0|0|1.08|3428.74
39261|094|2|0|0|2.4291|8551.19
39276|017|2|0|1|0.3938|1093.69
39360|032|2|0|1|3.08|6900.1
39495|017|1|0|1|3.76|9913.27
39664|059|1|0|1|1.122|429.11
39664|059|2|0|1|1.122|2417.6
39664|068|1|0|0|1.4329|3371.83
39939|087|2|0|0|0.6882|5858.86
39979|017|1|0|1|0.7419|2028.98
40200|071|1|0|1|1.774|2059.78
40204|017|2|0|1|0.2543|813.62
40352|032|2|0|1|0.35|2964.92
40447|026|2|0|1|1.4783|8052.05
41027|032|2|0|1|1.877|7725.81
41398|017|2|0|1|0.9908|3420.81
41607|059|1|0|1|1.6562|2512.23
41607|081|1|0|1|0.46|1354.14
42164|017|2|0|1|0.6153|2012.36
42384|059|1|0|1|0.1236|388.55
42448|009|2|0|0|1.0209|2419.95
42483|032|2|0|1|0.2992|2956.52
42520|032|2|0|1|0.0418|3426.9
42577|009|2|0|0|1.2|2164.01
42777|059|1|0|1|0.78|6563.99
42787|040|2|0|1|0.9728|5660.4
42915|040|1|0|1|0.2732|854.38
43077|009|2|0|0|0.5|576.0
43129|059|1|0|1|0.6094|1689.75
43256|087|2|0|0|1.61|8487.35
43705|017|2|0|1|4.2676|10915.25
44150|009|2|0|0|4.314|22777.35
44150|032|2|0|1|1.04|6552.36
44150|059|1|0|1|1.45|11687.23
44150|081|2|0|1|0.8948|7252.79
44150|087|1|0|0|0.1|339.81
44155|059|2|0|1|0.034|461.53
44512|032|2|0|1|3.78|30426.59
44625|017|2|0|1|1.29|3924.82
44713|059|1|0|1|2.12|3342.76
44837|068|1|0|0|0.4|2163.41
45489|026|2|0|1|1.87|8524.71
45489|032|2|0|1|6.8|59099.43
45680|059|2|0|1|1.7696|11326.6
45742|009|2|0|0|0.9776|2451.53
45773|032|2|0|1|5.22|29737.97
45849|040|2|0|1|0.5089|3512.85
46130|059|2|0|1|0.1257|858.57
46499|032|2|0|1|0.2835|2010.72
46712|059|2|0|1|0.2765|785.56
47033|059|1|0|1|1.0523|3318.69
47258|040|2|0|1|1.334|10340.29
47298|059|1|0|1|0.17|343.33
47465|059|2|0|1|1.0211|5180.23
47532|026|2|0|1|0.55|1720.84
47561|017|2|0|1|0.5797|2100.58
47829|017|1|0|1|1.31|2409.44
47829|017|2|0|1|1.31|6480.08
47829|092|1|0|0|1.3464|11313.32
47874|017|1|0|1|1.1386|1911.49
47874|059|1|0|1|0.8385|1407.15
47921|032|2|0|1|7.3735|42390.25
48223|017|2|0|1|1.464|6704.57
48410|068|1|0|0|1.12|4591.09
48410|068|2|0|0|1.12|3787.18
48410|081|1|0|1|1.2873|3313.0
48410|081|2|0|1|1.2873|8166.94
48410|087|2|0|0|0.2441|2013.19
48438|017|1|0|1|0.4449|177.89
48453|017|1|0|1|2.0878|7377.45
48453|017|2|0|1|2.0878|4014.93
48461|084|2|0|0|2.2005|10829.84
48615|015|2|0|1|2.0116|11292.76
48615|081|2|0|1|1.8099|14649.83
48626|032|2|0|1|3.7503|23859.41
48652|017|1|0|1|0.57|145.61
48652|059|1|0|1|1.24|1032.25
48720|059|2|0|1|0.2209|1280.63
48807|017|1|0|1|0.47|387.01
48816|015|2|0|1|2.11|11155.25
48827|017|1|0|1|5.24|9924.75
48827|017|2|0|1|5.24|24232.05
48827|040|2|0|1|8.41|35147.94
48827|059|1|0|1|8.1338|9159.45
48827|059|2|0|1|8.1338|17641.08
48849|059|2|0|1|2.03|8436.56
48877|032|2|0|1|13.18|89333.29
48877|052|2|0|1|7.21|37136.42
48877|059|2|0|1|7.17|45260.28
48877|081|2|0|1|7.99|77662.67
48890|048|2|0|0|4.9765|14055.16
49034|059|1|0|1|1.1009|1314.22
49130|017|1|0|1|2.7138|6742.41
49305|009|2|0|0|3.1844|10701.12
49345|040|2|0|1|1.83|3103.08
49345|059|2|0|1|0.82|867.33
49541|068|1|0|0|3.0|11488.35
49541|087|2|0|0|2.78|23229.65
49541|094|2|0|0|1.88|8393.74
49636|009|2|0|0|2.8601|9458.53
49636|017|2|0|1|12.2474|61805.69
49636|026|2|0|1|3.0178|11948.36
49636|052|2|0|1|6.9004|36111.49
49636|059|2|0|1|20.8122|85686.79
49636|081|2|0|1|0.44|8266.83
49672|032|2|0|1|1.1995|5876.95
49929|059|1|0|1|0.17|614.52
50093|017|1|0|1|1.0286|3327.34
50343|087|1|0|0|3.4319|11528.21
50386|040|2|0|1|0.4262|3134.12
50441|059|1|0|1|1.01|3587.43
50486|059|2|0|1|2.4|10211.61
50528|004|2|1|1|21.598|50055.84
50528|052|2|1|1|2.85|9393.75
50647|040|2|0|1|0.5223|2414.56
50909|009|2|0|0|2.0004|9992.29
51031|008|2|0|0|2.09|4141.85
51311|059|1|0|1|0.3799|-16.32
51387|023|2|0|1|0.4422|2830.73
51766|052|1|0|1|0.6861|2425.78
51822|017|1|0|1|12.41|28381.03
51852|017|2|0|1|2.55|7334.39
52008|008|2|0|0|6.9|49266.31
52069|040|2|0|1|2.405|16749.91
52160|094|2|0|0|4.25|16076.29
52182|017|1|0|1|1.1038|1034.56
52311|087|2|0|0|0.2315|1686.46
52363|059|1|0|1|0.7608|3732.39
52441|017|2|0|1|0.271|847.04
52475|059|1|0|1|1.7105|2926.49
52835|059|2|0|1|0.7394|3191.57
52973|043|2|0|0|1.362485|9045.63
53020|015|2|0|1|0.2942|2212.73
53135|040|2|0|1|0.2821|1676.31
53137|004|2|1|1|6.88|17929.34
53137|026|2|1|1|5.0644|10904.61
53298|059|2|0|1|2.2158|7966.53
53833|068|1|0|0|0.85|5221.97
53891|032|2|0|1|1.4798|4023.24
53975|017|2|0|1|2.34|12055.45
53975|032|2|0|1|0.3076|1736.23
54183|087|1|0|0|1.26|3997.24
54397|087|1|0|0|0.1|1422.91
54915|015|2|0|1|2.06|14482.55
54960|068|1|0|0|1.57|5429.26
55225|032|2|0|1|2.3661|4136.45
55261|032|2|0|1|3.2715|7484.96
55281|026|2|0|1|0.31|2842.84
55370|017|1|0|1|0.843|969.41
55497|059|1|0|1|6.7226|8696.39
55518|040|2|0|1|1.2247|3638.54
55611|081|1|0|1|0.89|6179.33
55618|032|2|0|1|0.4105|1859.07
55644|052|2|0|1|0.9483|6508.64
55693|052|2|0|1|0.4136|3602.68
55823|059|1|0|1|0.8921|3049.19
56446|017|1|0|1|0.5939|1152.74
56834|032|2|0|1|2.1421|9859.72
56863|017|2|0|1|1.5098|5667.27
56971|032|2|0|1|4.7086|33048.21
57052|017|1|0|1|1.83|5240.09
57052|059|1|0|1|5.8907|8988.1
57052|087|1|0|0|3.1|10548.97
57191|032|1|0|1|3.7255|11413.73
57191|032|2|0|1|3.7255|29549.8
57203|059|1|0|1|0.3092|298.75
57254|032|2|0|1|1.4107|10165.36
57254|059|2|0|1|1.1054|5298.87
57397|059|2|0|1|1.0026|7333.29
57440|032|2|0|1|3.72|8999.16
57450|017|1|0|1|0.41|1019.92
58150|052|2|0|1|1.6289|7054.36
58378|081|1|0|1|0.7262|3449.9
58478|017|2|0|1|0.1844|927.37
58567|017|2|0|1|2.6214|10897.8
58595|081|2|0|1|2.285|13552.22
58685|052|2|0|1|0.265|2455.33
58769|032|2|0|1|4.25|28531.54
58769|059|2|0|1|4.07|29102.21
58948|017|1|0|1|0.42|695.61
59027|015|2|0|1|0.4526|2938.73
59124|015|2|0|1|0.2991|1952.43
59146|059|2|0|1|1.7|7593.98
59317|015|2|0|1|0.8451|2998.22
59317|059|2|0|1|0.0|2171.03
59397|040|2|0|1|2.7|23350.47
59397|059|2|0|1|2.7857|16709.85
59516|059|1|0|1|0.5501|2384.92
59516|065|1|0|1|1.1399|4411.81
59544|059|2|0|1|2.52|11615.29
59598|032|1|0|1|0.079|1572.29
59612|081|2|0|1|1.1326|6444.31
59757|009|2|0|0|0.417|1763.21
59892|009|2|0|0|3.5355|12642.42
59892|017|2|0|1|7.6771|49313.91
59939|009|2|0|0|2.54|8677.96
59939|017|1|0|1|10.86|28529.14
59939|017|2|0|1|10.86|30106.89
59939|052|2|0|1|3.5271|18453.38
60279|087|1|0|0|1.12|5045.94
60279|087|2|0|0|1.12|7978.19
60635|017|1|0|1|2.4754|11743.86
60667|040|2|0|1|0.6019|2174.64
60871|040|2|0|1|3.9349|14678.61
60871|059|2|0|1|4.61|17792.18
60871|081|1|0|1|6.09|15164.67
60871|081|2|0|1|6.09|22739.91
61062|009|2|0|0|2.32|6438.24
61062|084|2|0|0|0.9|8807.17
61062|094|2|0|0|2.0|9437.54
61076|023|2|0|1|0.8655|2532.16
61161|059|1|0|1|1.58|4176.54
61177|017|2|0|1|7.039|28596.85
61177|026|2|0|1|2.2924|14226.8
61177|032|2|0|1|5.1465|35153.41
61177|052|2|0|1|7.9425|34142.4
61370|015|2|0|1|0.9986|4604.45
61431|040|2|0|1|1.2584|4083.12
61478|032|2|0|1|2.49|4468.66
61497|015|2|0|1|1.8309|10188.25
61845|059|1|0|1|0.48|1182.09
61928|081|1|0|1|2.45|6560.69
62259|094|2|0|0|0.399|1568.38
62440|015|2|0|1|0.2342|1858.64
62521|059|1|0|1|0.0398|-177.78
62521|087|2|0|0|0.0243|1677.35
62580|059|1|0|1|0.56|350.13
62606|026|2|0|1|0.49|1766.66
62629|023|2|0|1|1.76|5991.9
62629|081|1|0|1|5.0857|13732.54
62869|059|1|0|1|0.405|1008.58
62977|026|2|0|1|1.8474|8950.75
62977|052|2|0|1|4.8447|20051.61
62977|087|2|0|0|0.3939|3145.21
63133|059|1|0|1|1.7|1673.37
63133|068|1|0|0|1.48|4563.99
63133|068|2|0|0|0.13|765.51
63133|081|1|0|1|0.2245|1887.68
63133|081|2|0|1|0.2245|2671.44
